urls,filename,variable,model,szenario,time
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp245/wc2.1_30s_tmax_UKESM1-0-LL_ssp245_2061-2080.tif,wc2.1_30s_tmax_UKESM1-0-LL_ssp245_2061-2080.tif,tmax,UKESM1-0-LL,ssp245,2061-2080
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp245/wc2.1_30s_prec_UKESM1-0-LL_ssp245_2061-2080.tif,wc2.1_30s_prec_UKESM1-0-LL_ssp245_2061-2080.tif,prec,UKESM1-0-LL,ssp245,2061-2080
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp245/wc2.1_30s_bioc_UKESM1-0-LL_ssp245_2061-2080.tif,wc2.1_30s_bioc_UKESM1-0-LL_ssp245_2061-2080.tif,bioc,UKESM1-0-LL,ssp245,2061-2080
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp370/wc2.1_30s_tmin_UKESM1-0-LL_ssp370_2061-2080.tif,wc2.1_30s_tmin_UKESM1-0-LL_ssp370_2061-2080.tif,tmin,UKESM1-0-LL,ssp370,2061-2080
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp370/wc2.1_30s_tmax_UKESM1-0-LL_ssp370_2061-2080.tif,wc2.1_30s_tmax_UKESM1-0-LL_ssp370_2061-2080.tif,tmax,UKESM1-0-LL,ssp370,2061-2080
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp370/wc2.1_30s_prec_UKESM1-0-LL_ssp370_2061-2080.tif,wc2.1_30s_prec_UKESM1-0-LL_ssp370_2061-2080.tif,prec,UKESM1-0-LL,ssp370,2061-2080
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp370/wc2.1_30s_bioc_UKESM1-0-LL_ssp370_2061-2080.tif,wc2.1_30s_bioc_UKESM1-0-LL_ssp370_2061-2080.tif,bioc,UKESM1-0-LL,ssp370,2061-2080
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp585/wc2.1_30s_tmin_UKESM1-0-LL_ssp585_2061-2080.tif,wc2.1_30s_tmin_UKESM1-0-LL_ssp585_2061-2080.tif,tmin,UKESM1-0-LL,ssp585,2061-2080
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp585/wc2.1_30s_tmax_UKESM1-0-LL_ssp585_2061-2080.tif,wc2.1_30s_tmax_UKESM1-0-LL_ssp585_2061-2080.tif,tmax,UKESM1-0-LL,ssp585,2061-2080
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp585/wc2.1_30s_prec_UKESM1-0-LL_ssp585_2061-2080.tif,wc2.1_30s_prec_UKESM1-0-LL_ssp585_2061-2080.tif,prec,UKESM1-0-LL,ssp585,2061-2080
https://geodata.ucdavis.edu/cmip6/30s/UKESM1-0-LL/ssp585/wc2.1_30s_bioc_UKESM1-0-LL_ssp585_2061-2080.tif,wc2.1_30s_bioc_UKESM1-0-LL_ssp585_2061-2080.tif,bioc,UKESM1-0-LL,ssp585,2061-2080
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-CM2/ssp126/wc2.1_30s_tmin_ACCESS-CM2_ssp126_2081-2100.tif,wc2.1_30s_tmin_ACCESS-CM2_ssp126_2081-2100.tif,tmin,ACCESS-CM2,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-CM2/ssp126/wc2.1_30s_tmax_ACCESS-CM2_ssp126_2081-2100.tif,wc2.1_30s_tmax_ACCESS-CM2_ssp126_2081-2100.tif,tmax,ACCESS-CM2,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-CM2/ssp126/wc2.1_30s_prec_ACCESS-CM2_ssp126_2081-2100.tif,wc2.1_30s_prec_ACCESS-CM2_ssp126_2081-2100.tif,prec,ACCESS-CM2,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-CM2/ssp126/wc2.1_30s_bioc_ACCESS-CM2_ssp126_2081-2100.tif,wc2.1_30s_bioc_ACCESS-CM2_ssp126_2081-2100.tif,bioc,ACCESS-CM2,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-CM2/ssp245/wc2.1_30s_tmin_ACCESS-CM2_ssp245_2081-2100.tif,wc2.1_30s_tmin_ACCESS-CM2_ssp245_2081-2100.tif,tmin,ACCESS-CM2,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-CM2/ssp245/wc2.1_30s_tmax_ACCESS-CM2_ssp245_2081-2100.tif,wc2.1_30s_tmax_ACCESS-CM2_ssp245_2081-2100.tif,tmax,ACCESS-CM2,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-CM2/ssp245/wc2.1_30s_prec_ACCESS-CM2_ssp245_2081-2100.tif,wc2.1_30s_prec_ACCESS-CM2_ssp245_2081-2100.tif,prec,ACCESS-CM2,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-CM2/ssp245/wc2.1_30s_bioc_ACCESS-CM2_ssp245_2081-2100.tif,wc2.1_30s_bioc_ACCESS-CM2_ssp245_2081-2100.tif,bioc,ACCESS-CM2,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-CM2/ssp370/wc2.1_30s_tmin_ACCESS-CM2_ssp370_2081-2100.tif,wc2.1_30s_tmin_ACCESS-CM2_ssp370_2081-2100.tif,tmin,ACCESS-CM2,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-CM2/ssp370/wc2.1_30s_tmax_ACCESS-CM2_ssp370_2081-2100.tif,wc2.1_30s_tmax_ACCESS-CM2_ssp370_2081-2100.tif,tmax,ACCESS-CM2,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-CM2/ssp370/wc2.1_30s_prec_ACCESS-CM2_ssp370_2081-2100.tif,wc2.1_30s_prec_ACCESS-CM2_ssp370_2081-2100.tif,prec,ACCESS-CM2,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-CM2/ssp370/wc2.1_30s_bioc_ACCESS-CM2_ssp370_2081-2100.tif,wc2.1_30s_bioc_ACCESS-CM2_ssp370_2081-2100.tif,bioc,ACCESS-CM2,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-CM2/ssp585/wc2.1_30s_tmin_ACCESS-CM2_ssp585_2081-2100.tif,wc2.1_30s_tmin_ACCESS-CM2_ssp585_2081-2100.tif,tmin,ACCESS-CM2,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-CM2/ssp585/wc2.1_30s_tmax_ACCESS-CM2_ssp585_2081-2100.tif,wc2.1_30s_tmax_ACCESS-CM2_ssp585_2081-2100.tif,tmax,ACCESS-CM2,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-CM2/ssp585/wc2.1_30s_prec_ACCESS-CM2_ssp585_2081-2100.tif,wc2.1_30s_prec_ACCESS-CM2_ssp585_2081-2100.tif,prec,ACCESS-CM2,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-CM2/ssp585/wc2.1_30s_bioc_ACCESS-CM2_ssp585_2081-2100.tif,wc2.1_30s_bioc_ACCESS-CM2_ssp585_2081-2100.tif,bioc,ACCESS-CM2,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-ESM1-5/ssp126/wc2.1_30s_tmin_ACCESS-ESM1-5_ssp126_2081-2100.tif,wc2.1_30s_tmin_ACCESS-ESM1-5_ssp126_2081-2100.tif,tmin,ACCESS-ESM1-5,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-ESM1-5/ssp126/wc2.1_30s_tmax_ACCESS-ESM1-5_ssp126_2081-2100.tif,wc2.1_30s_tmax_ACCESS-ESM1-5_ssp126_2081-2100.tif,tmax,ACCESS-ESM1-5,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-ESM1-5/ssp126/wc2.1_30s_prec_ACCESS-ESM1-5_ssp126_2081-2100.tif,wc2.1_30s_prec_ACCESS-ESM1-5_ssp126_2081-2100.tif,prec,ACCESS-ESM1-5,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-ESM1-5/ssp126/wc2.1_30s_bioc_ACCESS-ESM1-5_ssp126_2081-2100.tif,wc2.1_30s_bioc_ACCESS-ESM1-5_ssp126_2081-2100.tif,bioc,ACCESS-ESM1-5,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-ESM1-5/ssp245/wc2.1_30s_tmin_ACCESS-ESM1-5_ssp245_2081-2100.tif,wc2.1_30s_tmin_ACCESS-ESM1-5_ssp245_2081-2100.tif,tmin,ACCESS-ESM1-5,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-ESM1-5/ssp245/wc2.1_30s_tmax_ACCESS-ESM1-5_ssp245_2081-2100.tif,wc2.1_30s_tmax_ACCESS-ESM1-5_ssp245_2081-2100.tif,tmax,ACCESS-ESM1-5,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-ESM1-5/ssp245/wc2.1_30s_prec_ACCESS-ESM1-5_ssp245_2081-2100.tif,wc2.1_30s_prec_ACCESS-ESM1-5_ssp245_2081-2100.tif,prec,ACCESS-ESM1-5,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-ESM1-5/ssp245/wc2.1_30s_bioc_ACCESS-ESM1-5_ssp245_2081-2100.tif,wc2.1_30s_bioc_ACCESS-ESM1-5_ssp245_2081-2100.tif,bioc,ACCESS-ESM1-5,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-ESM1-5/ssp370/wc2.1_30s_tmin_ACCESS-ESM1-5_ssp370_2081-2100.tif,wc2.1_30s_tmin_ACCESS-ESM1-5_ssp370_2081-2100.tif,tmin,ACCESS-ESM1-5,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-ESM1-5/ssp370/wc2.1_30s_tmax_ACCESS-ESM1-5_ssp370_2081-2100.tif,wc2.1_30s_tmax_ACCESS-ESM1-5_ssp370_2081-2100.tif,tmax,ACCESS-ESM1-5,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-ESM1-5/ssp370/wc2.1_30s_prec_ACCESS-ESM1-5_ssp370_2081-2100.tif,wc2.1_30s_prec_ACCESS-ESM1-5_ssp370_2081-2100.tif,prec,ACCESS-ESM1-5,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-ESM1-5/ssp370/wc2.1_30s_bioc_ACCESS-ESM1-5_ssp370_2081-2100.tif,wc2.1_30s_bioc_ACCESS-ESM1-5_ssp370_2081-2100.tif,bioc,ACCESS-ESM1-5,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-ESM1-5/ssp585/wc2.1_30s_tmin_ACCESS-ESM1-5_ssp585_2081-2100.tif,wc2.1_30s_tmin_ACCESS-ESM1-5_ssp585_2081-2100.tif,tmin,ACCESS-ESM1-5,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-ESM1-5/ssp585/wc2.1_30s_tmax_ACCESS-ESM1-5_ssp585_2081-2100.tif,wc2.1_30s_tmax_ACCESS-ESM1-5_ssp585_2081-2100.tif,tmax,ACCESS-ESM1-5,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-ESM1-5/ssp585/wc2.1_30s_prec_ACCESS-ESM1-5_ssp585_2081-2100.tif,wc2.1_30s_prec_ACCESS-ESM1-5_ssp585_2081-2100.tif,prec,ACCESS-ESM1-5,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/ACCESS-ESM1-5/ssp585/wc2.1_30s_bioc_ACCESS-ESM1-5_ssp585_2081-2100.tif,wc2.1_30s_bioc_ACCESS-ESM1-5_ssp585_2081-2100.tif,bioc,ACCESS-ESM1-5,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/BCC-CSM2-MR/ssp126/wc2.1_30s_tmin_BCC-CSM2-MR_ssp126_2081-2100.tif,wc2.1_30s_tmin_BCC-CSM2-MR_ssp126_2081-2100.tif,tmin,BCC-CSM2-MR,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/BCC-CSM2-MR/ssp126/wc2.1_30s_tmax_BCC-CSM2-MR_ssp126_2081-2100.tif,wc2.1_30s_tmax_BCC-CSM2-MR_ssp126_2081-2100.tif,tmax,BCC-CSM2-MR,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/BCC-CSM2-MR/ssp126/wc2.1_30s_prec_BCC-CSM2-MR_ssp126_2081-2100.tif,wc2.1_30s_prec_BCC-CSM2-MR_ssp126_2081-2100.tif,prec,BCC-CSM2-MR,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/BCC-CSM2-MR/ssp126/wc2.1_30s_bioc_BCC-CSM2-MR_ssp126_2081-2100.tif,wc2.1_30s_bioc_BCC-CSM2-MR_ssp126_2081-2100.tif,bioc,BCC-CSM2-MR,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/BCC-CSM2-MR/ssp245/wc2.1_30s_tmin_BCC-CSM2-MR_ssp245_2081-2100.tif,wc2.1_30s_tmin_BCC-CSM2-MR_ssp245_2081-2100.tif,tmin,BCC-CSM2-MR,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/BCC-CSM2-MR/ssp245/wc2.1_30s_tmax_BCC-CSM2-MR_ssp245_2081-2100.tif,wc2.1_30s_tmax_BCC-CSM2-MR_ssp245_2081-2100.tif,tmax,BCC-CSM2-MR,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/BCC-CSM2-MR/ssp245/wc2.1_30s_prec_BCC-CSM2-MR_ssp245_2081-2100.tif,wc2.1_30s_prec_BCC-CSM2-MR_ssp245_2081-2100.tif,prec,BCC-CSM2-MR,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/BCC-CSM2-MR/ssp245/wc2.1_30s_bioc_BCC-CSM2-MR_ssp245_2081-2100.tif,wc2.1_30s_bioc_BCC-CSM2-MR_ssp245_2081-2100.tif,bioc,BCC-CSM2-MR,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/BCC-CSM2-MR/ssp370/wc2.1_30s_tmin_BCC-CSM2-MR_ssp370_2081-2100.tif,wc2.1_30s_tmin_BCC-CSM2-MR_ssp370_2081-2100.tif,tmin,BCC-CSM2-MR,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/BCC-CSM2-MR/ssp370/wc2.1_30s_tmax_BCC-CSM2-MR_ssp370_2081-2100.tif,wc2.1_30s_tmax_BCC-CSM2-MR_ssp370_2081-2100.tif,tmax,BCC-CSM2-MR,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/BCC-CSM2-MR/ssp370/wc2.1_30s_prec_BCC-CSM2-MR_ssp370_2081-2100.tif,wc2.1_30s_prec_BCC-CSM2-MR_ssp370_2081-2100.tif,prec,BCC-CSM2-MR,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/BCC-CSM2-MR/ssp370/wc2.1_30s_bioc_BCC-CSM2-MR_ssp370_2081-2100.tif,wc2.1_30s_bioc_BCC-CSM2-MR_ssp370_2081-2100.tif,bioc,BCC-CSM2-MR,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/BCC-CSM2-MR/ssp585/wc2.1_30s_tmin_BCC-CSM2-MR_ssp585_2081-2100.tif,wc2.1_30s_tmin_BCC-CSM2-MR_ssp585_2081-2100.tif,tmin,BCC-CSM2-MR,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/BCC-CSM2-MR/ssp585/wc2.1_30s_tmax_BCC-CSM2-MR_ssp585_2081-2100.tif,wc2.1_30s_tmax_BCC-CSM2-MR_ssp585_2081-2100.tif,tmax,BCC-CSM2-MR,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/BCC-CSM2-MR/ssp585/wc2.1_30s_prec_BCC-CSM2-MR_ssp585_2081-2100.tif,wc2.1_30s_prec_BCC-CSM2-MR_ssp585_2081-2100.tif,prec,BCC-CSM2-MR,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/BCC-CSM2-MR/ssp585/wc2.1_30s_bioc_BCC-CSM2-MR_ssp585_2081-2100.tif,wc2.1_30s_bioc_BCC-CSM2-MR_ssp585_2081-2100.tif,bioc,BCC-CSM2-MR,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5/ssp126/wc2.1_30s_tmin_CanESM5_ssp126_2081-2100.tif,wc2.1_30s_tmin_CanESM5_ssp126_2081-2100.tif,tmin,CanESM5,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5/ssp126/wc2.1_30s_tmax_CanESM5_ssp126_2081-2100.tif,wc2.1_30s_tmax_CanESM5_ssp126_2081-2100.tif,tmax,CanESM5,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5/ssp126/wc2.1_30s_prec_CanESM5_ssp126_2081-2100.tif,wc2.1_30s_prec_CanESM5_ssp126_2081-2100.tif,prec,CanESM5,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5/ssp126/wc2.1_30s_bioc_CanESM5_ssp126_2081-2100.tif,wc2.1_30s_bioc_CanESM5_ssp126_2081-2100.tif,bioc,CanESM5,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5/ssp245/wc2.1_30s_tmin_CanESM5_ssp245_2081-2100.tif,wc2.1_30s_tmin_CanESM5_ssp245_2081-2100.tif,tmin,CanESM5,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5/ssp245/wc2.1_30s_tmax_CanESM5_ssp245_2081-2100.tif,wc2.1_30s_tmax_CanESM5_ssp245_2081-2100.tif,tmax,CanESM5,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5/ssp245/wc2.1_30s_prec_CanESM5_ssp245_2081-2100.tif,wc2.1_30s_prec_CanESM5_ssp245_2081-2100.tif,prec,CanESM5,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5/ssp245/wc2.1_30s_bioc_CanESM5_ssp245_2081-2100.tif,wc2.1_30s_bioc_CanESM5_ssp245_2081-2100.tif,bioc,CanESM5,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5/ssp370/wc2.1_30s_tmin_CanESM5_ssp370_2081-2100.tif,wc2.1_30s_tmin_CanESM5_ssp370_2081-2100.tif,tmin,CanESM5,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5/ssp370/wc2.1_30s_tmax_CanESM5_ssp370_2081-2100.tif,wc2.1_30s_tmax_CanESM5_ssp370_2081-2100.tif,tmax,CanESM5,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5/ssp370/wc2.1_30s_prec_CanESM5_ssp370_2081-2100.tif,wc2.1_30s_prec_CanESM5_ssp370_2081-2100.tif,prec,CanESM5,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5/ssp370/wc2.1_30s_bioc_CanESM5_ssp370_2081-2100.tif,wc2.1_30s_bioc_CanESM5_ssp370_2081-2100.tif,bioc,CanESM5,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5/ssp585/wc2.1_30s_tmin_CanESM5_ssp585_2081-2100.tif,wc2.1_30s_tmin_CanESM5_ssp585_2081-2100.tif,tmin,CanESM5,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5/ssp585/wc2.1_30s_tmax_CanESM5_ssp585_2081-2100.tif,wc2.1_30s_tmax_CanESM5_ssp585_2081-2100.tif,tmax,CanESM5,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5/ssp585/wc2.1_30s_prec_CanESM5_ssp585_2081-2100.tif,wc2.1_30s_prec_CanESM5_ssp585_2081-2100.tif,prec,CanESM5,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5/ssp585/wc2.1_30s_bioc_CanESM5_ssp585_2081-2100.tif,wc2.1_30s_bioc_CanESM5_ssp585_2081-2100.tif,bioc,CanESM5,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5-CanOE/ssp126/wc2.1_30s_tmin_CanESM5-CanOE_ssp126_2081-2100.tif,wc2.1_30s_tmin_CanESM5-CanOE_ssp126_2081-2100.tif,tmin,CanESM5-CanOE,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5-CanOE/ssp126/wc2.1_30s_tmax_CanESM5-CanOE_ssp126_2081-2100.tif,wc2.1_30s_tmax_CanESM5-CanOE_ssp126_2081-2100.tif,tmax,CanESM5-CanOE,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5-CanOE/ssp126/wc2.1_30s_prec_CanESM5-CanOE_ssp126_2081-2100.tif,wc2.1_30s_prec_CanESM5-CanOE_ssp126_2081-2100.tif,prec,CanESM5-CanOE,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5-CanOE/ssp126/wc2.1_30s_bioc_CanESM5-CanOE_ssp126_2081-2100.tif,wc2.1_30s_bioc_CanESM5-CanOE_ssp126_2081-2100.tif,bioc,CanESM5-CanOE,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5-CanOE/ssp245/wc2.1_30s_tmin_CanESM5-CanOE_ssp245_2081-2100.tif,wc2.1_30s_tmin_CanESM5-CanOE_ssp245_2081-2100.tif,tmin,CanESM5-CanOE,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5-CanOE/ssp245/wc2.1_30s_tmax_CanESM5-CanOE_ssp245_2081-2100.tif,wc2.1_30s_tmax_CanESM5-CanOE_ssp245_2081-2100.tif,tmax,CanESM5-CanOE,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5-CanOE/ssp245/wc2.1_30s_prec_CanESM5-CanOE_ssp245_2081-2100.tif,wc2.1_30s_prec_CanESM5-CanOE_ssp245_2081-2100.tif,prec,CanESM5-CanOE,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5-CanOE/ssp245/wc2.1_30s_bioc_CanESM5-CanOE_ssp245_2081-2100.tif,wc2.1_30s_bioc_CanESM5-CanOE_ssp245_2081-2100.tif,bioc,CanESM5-CanOE,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5-CanOE/ssp370/wc2.1_30s_tmin_CanESM5-CanOE_ssp370_2081-2100.tif,wc2.1_30s_tmin_CanESM5-CanOE_ssp370_2081-2100.tif,tmin,CanESM5-CanOE,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5-CanOE/ssp370/wc2.1_30s_tmax_CanESM5-CanOE_ssp370_2081-2100.tif,wc2.1_30s_tmax_CanESM5-CanOE_ssp370_2081-2100.tif,tmax,CanESM5-CanOE,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5-CanOE/ssp370/wc2.1_30s_prec_CanESM5-CanOE_ssp370_2081-2100.tif,wc2.1_30s_prec_CanESM5-CanOE_ssp370_2081-2100.tif,prec,CanESM5-CanOE,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5-CanOE/ssp370/wc2.1_30s_bioc_CanESM5-CanOE_ssp370_2081-2100.tif,wc2.1_30s_bioc_CanESM5-CanOE_ssp370_2081-2100.tif,bioc,CanESM5-CanOE,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5-CanOE/ssp585/wc2.1_30s_tmin_CanESM5-CanOE_ssp585_2081-2100.tif,wc2.1_30s_tmin_CanESM5-CanOE_ssp585_2081-2100.tif,tmin,CanESM5-CanOE,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5-CanOE/ssp585/wc2.1_30s_tmax_CanESM5-CanOE_ssp585_2081-2100.tif,wc2.1_30s_tmax_CanESM5-CanOE_ssp585_2081-2100.tif,tmax,CanESM5-CanOE,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5-CanOE/ssp585/wc2.1_30s_prec_CanESM5-CanOE_ssp585_2081-2100.tif,wc2.1_30s_prec_CanESM5-CanOE_ssp585_2081-2100.tif,prec,CanESM5-CanOE,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CanESM5-CanOE/ssp585/wc2.1_30s_bioc_CanESM5-CanOE_ssp585_2081-2100.tif,wc2.1_30s_bioc_CanESM5-CanOE_ssp585_2081-2100.tif,bioc,CanESM5-CanOE,ssp585,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CMCC-ESM2/ssp126/wc2.1_30s_tmin_CMCC-ESM2_ssp126_2081-2100.tif,wc2.1_30s_tmin_CMCC-ESM2_ssp126_2081-2100.tif,tmin,CMCC-ESM2,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CMCC-ESM2/ssp126/wc2.1_30s_tmax_CMCC-ESM2_ssp126_2081-2100.tif,wc2.1_30s_tmax_CMCC-ESM2_ssp126_2081-2100.tif,tmax,CMCC-ESM2,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CMCC-ESM2/ssp126/wc2.1_30s_prec_CMCC-ESM2_ssp126_2081-2100.tif,wc2.1_30s_prec_CMCC-ESM2_ssp126_2081-2100.tif,prec,CMCC-ESM2,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CMCC-ESM2/ssp126/wc2.1_30s_bioc_CMCC-ESM2_ssp126_2081-2100.tif,wc2.1_30s_bioc_CMCC-ESM2_ssp126_2081-2100.tif,bioc,CMCC-ESM2,ssp126,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CMCC-ESM2/ssp245/wc2.1_30s_tmin_CMCC-ESM2_ssp245_2081-2100.tif,wc2.1_30s_tmin_CMCC-ESM2_ssp245_2081-2100.tif,tmin,CMCC-ESM2,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CMCC-ESM2/ssp245/wc2.1_30s_tmax_CMCC-ESM2_ssp245_2081-2100.tif,wc2.1_30s_tmax_CMCC-ESM2_ssp245_2081-2100.tif,tmax,CMCC-ESM2,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CMCC-ESM2/ssp245/wc2.1_30s_prec_CMCC-ESM2_ssp245_2081-2100.tif,wc2.1_30s_prec_CMCC-ESM2_ssp245_2081-2100.tif,prec,CMCC-ESM2,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CMCC-ESM2/ssp245/wc2.1_30s_bioc_CMCC-ESM2_ssp245_2081-2100.tif,wc2.1_30s_bioc_CMCC-ESM2_ssp245_2081-2100.tif,bioc,CMCC-ESM2,ssp245,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CMCC-ESM2/ssp370/wc2.1_30s_tmin_CMCC-ESM2_ssp370_2081-2100.tif,wc2.1_30s_tmin_CMCC-ESM2_ssp370_2081-2100.tif,tmin,CMCC-ESM2,ssp370,2081-2100
https://geodata.ucdavis.edu/cmip6/30s/CMCC-ESM2/ssp370/wc2.1_30s_tmax_CMCC-ESM2_ssp370_2081-2100.tif,wc2.1_30s_tmax_CMCC-ESM2_ssp370_2081-2100.tif,tmax,CMCC-ESM2,ssp370,2081-2100
